mondo_id,mondo_label,mesh_id
MONDO_0007384,congenital trigeminal anesthesia,C536440
MONDO_0007385,idiopathic spontaneous coronary artery dissection,C565153
MONDO_0007388,congenitally short costocoracoid ligament,C536448
MONDO_0007390,coumarin resistance,C563039
MONDO_0007391,coxa vara,D060905
MONDO_0007392,coxoauricular syndrome,C565148
MONDO_0007393,cranioacrofacial syndrome,C565147
MONDO_0007395,craniofacial-deafness-hand syndrome,C536453
MONDO_0007396,"dysostosis, Stanescu type",C562974
MONDO_0007397,"craniometaphyseal dysplasia, autosomal dominant",C565145
MONDO_0007398,craniorhiny,C565144
MONDO_0007400,Jackson-Weiss syndrome,C537559
MONDO_0007401,craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome,C563973
MONDO_0007404,Cri-du-chat syndrome,D003410
MONDO_0007405,Crouzon syndrome,D003394
MONDO_0007406,"cryofibrinogenemia, familial primary",C565142
MONDO_0007407,Cryoglobulinemic vasculitis,C565141
MONDO_0007408,"cryptotia, familial",C565140
MONDO_0007409,cryptomicrotia-brachydactyly-excess fingertip arch syndrome,C536219
MONDO_0007410,isolated cryptophthalmia,C565138
MONDO_0007412,Beare-Stevenson cutis gyrata syndrome,C565129
MONDO_0007413,Cyprus facial-neuromusculoskeletal syndrome,C536229
MONDO_0007415,mitochondrial complex III deficiency nuclear type 1,C565128
MONDO_0007416,Balkan nephropathy,D001449
MONDO_0007417,Darier disease,D007644
MONDO_0007421,deafness-ear malformation-facial palsy syndrome,C565123
MONDO_0007422,keratoderma hereditarium mutilans,C536457
MONDO_0007423,"deafness, mid-tone neural",C565122
MONDO_0007424,autosomal dominant nonsyndromic hearing loss 1,C565121
MONDO_0007425,"deafness, sensorineural, with peripheral neuropathy and arterial disease",C565120
MONDO_0007426,"deafness, unilateral",C567079
MONDO_0007427,deafness with anhidrotic ectodermal dysplasia,C565119
MONDO_0007428,deafness-craniofacial syndrome,C565118
MONDO_0007431,dens in dente and palatal invaginations,C538211
MONDO_0007433,dementia/parkinsonism with non-Alzheimer amyloid plaques,C565115
MONDO_0007434,primary failure of tooth eruption,C565114
MONDO_0007435,dentatorubral-pallidoluysian atrophy,D020191
MONDO_0007436,dentin dysplasia type I,C531665
MONDO_0007436,dentin dysplasia type I,C538215
MONDO_0007438,dentin dysplasia-sclerotic bones syndrome,C538213
MONDO_0007439,deoxyribose-5-phosphate aldolase deficiency,C565112
MONDO_0007440,major affective disorder 1,C565111
MONDO_0007442,dentinogenesis imperfecta type 3,C538216
MONDO_0007444,"dermal Ridges, patternless",C565109
MONDO_0007445,dermatopathia pigmentosa reticularis,C535374
MONDO_0007446,dermatosis papulosa nigra,C562379
MONDO_0007447,autosomal dominant vibratory urticaria,C536347
MONDO_0007448,familial dermatographia,C536612
MONDO_0007449,dermo-odonto dysplasia,C565103
MONDO_0007452,maturity-onset diabetes of the young type 1,C565101
MONDO_0007454,type 1 diabetes mellitus 2,C565100
MONDO_0007456,"diarrhea, glucose-stimulated secretory, with common variable immunodeficiency",C565099
MONDO_0007457,"diastema, dental medial",C565098
MONDO_0007459,"dilution, pigmentary",C566872
MONDO_0007461,short stature-valvular heart disease-characteristic facies syndrome,C565094
MONDO_0007463,distal osteosclerosis,C565093
MONDO_0007465,distichiasis with congenital anomalies of the heart and peripheral vasculature,C565092
MONDO_0007469,double nail for fifth toe,C565090
MONDO_0007470,calvarial doughnut lesions-bone fragility syndrome,C565089
MONDO_0007472,basal laminar drusen,C563034
MONDO_0007473,Duane retraction syndrome,D004370
MONDO_0007474,duodenal ulcer due to antral G-cell hyperfunction,C535721
MONDO_0007475,"duodenal ulcer, hyperpepsinogenemic 1",C565086
MONDO_0007477,3-M syndrome,C535314
MONDO_0007479,"dwarfism, Levi type",C565081
MONDO_0007480,dwarfism with stiff joints and ocular abnormalities,C535724
MONDO_0007482,dyschondrosteosis-nephritis syndrome,C565080
MONDO_0007483,dyschromatosis symmetrica hereditaria,C535729
MONDO_0007485,"dyskeratosis congenita, autosomal dominant 1",C565079
MONDO_0007486,hereditary benign intraepithelial dyskeratosis,C562551
MONDO_0007489,dysplasia epiphysealis hemimelica,C537997
MONDO_0007490,carpotarsal osteochondromatosis,C565076
MONDO_0007491,dystelephalangy,C538000
MONDO_0007492,early-onset generalized limb-onset dystonia,C538005
MONDO_0007496,dystonia 12,C538001
MONDO_0007501,"preauricular fistulae, congenital",C563015
MONDO_0007506,obsoleted echo virus 11 sensitivity,C565071
MONDO_0007507,absence of fingerprints-congenital milia syndrome,C537659
MONDO_0007508,Rapp-Hodgkin syndrome,C535289
MONDO_0007511,"ectodermal dysplasia, trichoodontoonychial type",C565068
MONDO_0007512,ectodermal dysplasia syndrome with distinctive facial appearance and preaxial polydactyly of feet,C565067
MONDO_0007513,ectodermal dysplasia with adrenal cyst,C538015
MONDO_0007515,ectopia pupillae,C536185
MONDO_0007516,ectrodactyly and ectodermal dysplasia without cleft lip/palate,C565065
MONDO_0007517,ectrodactyly-cleft palate syndrome,C565064
MONDO_0007518,"edema, familial idiopathic, prepubertal",C565063
MONDO_0007519,Edinburgh malformation syndrome,C563051
MONDO_0007520,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1",C565062
MONDO_0007523,"Ehlers-Danlos syndrome, hypermobility type",C536196
MONDO_0007525,"Ehlers-Danlos syndrome, arthrochalasia type",C562625
MONDO_0007526,"Ehlers-Danlos syndrome, spondylodysplastic type",C536201
MONDO_0007527,"Ehlers-Danlos syndrome, periodontitis type",C562626
MONDO_0007528,"Ehlers-Danlos syndrome, autosomal dominant, type unspecified",C562424
MONDO_0007529,elastosis perforans serpiginosa,C536202
MONDO_0007533,elliptocytosis 2,C565058
MONDO_0007534,Beckwith-Wiedemann syndrome,D001506
MONDO_0007535,"emphysema, hereditary pulmonary",C565057
MONDO_0007536,congenital lobar emphysema,C535735
MONDO_0007537,lateral meningocele syndrome,C537878
MONDO_0007538,"amelogenesis imperfecta, type 3A",C562880
MONDO_0007539,"encephalopathy, recurrent, of childhood",C536407
MONDO_0007540,multiple endocrine neoplasia type 1,D018761
MONDO_0007544,"eosinophilia, familial",C562722
MONDO_0007546,"myeloproliferative disorder, chronic, with eosinophilia",C565054
MONDO_0007547,epidermoid cysts,D004814
MONDO_0007548,transient bullous dermolysis of the newborn,C536979
MONDO_0007552,pretibial dystrophic epidermolysis bullosa,C535494
MONDO_0007553,epidermolysis bullosa with deficiency of galactosylhydroxylysyl glucosyltransferase,C565049
MONDO_0007555,"epidermolysis bullosa simplex 5A, Ogna type",C535962
MONDO_0007556,"epidermolysis bullosa simplex 2F, with mottled pigmentation",C535959
MONDO_0007557,epidermolysis bullosa with congenital localized absence of skin and deformity of nails,C562638
MONDO_0007562,"multiple epiphyseal dysplasia, Beighton type",C565046
MONDO_0007564,pilomatrixoma,D018296
MONDO_0007565,familial cylindromatosis,C536611
MONDO_0007566,multiple self-healing squamous epithelioma,C536150
MONDO_0007568,"aortic aneurysm, familial thoracic 4",C537784
MONDO_0007569,"erythema nodosum, familial",C535510
MONDO_0007570,erythema palmare hereditarium,C565041
MONDO_0007573,"erythroleukemia, familial, susceptibility to",C565039
MONDO_0007574,spinocerebellar ataxia type 34,C535738
MONDO_0007577,"esophageal ring, lower",C562765
MONDO_0007578,obsolete esterase B,C049262
MONDO_0007581,"exchondrosis of pinna, posterior",C565036
MONDO_0007583,obsolete exostoses of heel,C563167
MONDO_0007584,exostoses-anetodermia-brachydactyly type E syndrome,C565034
MONDO_0007588,extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,C565032
MONDO_0007589,exudative vitreoretinopathy 1,C536382
MONDO_0007591,obsolete facial hypertrichosis,C565029
MONDO_0007592,familial recurrent peripheral facial palsy,C565028
MONDO_0007594,factor 5 excess with spontaneous thrombosis,C565026
MONDO_0007595,"factor VII and Factor VIII, combined deficiency of",C565025
MONDO_0007597,"factor VIII and Factor IX, combined deficiency of",C565024
MONDO_0007598,"factors VIII, IX and XI, combined deficiency of",C565023
MONDO_0007599,"factor 9 and Factor XI, combined deficiency of",C565022
MONDO_0007601,"familial Mediterranean fever, autosomal dominant",C565021
MONDO_0007603,Felty syndrome,D005258
MONDO_0007604,femoral-facial syndrome,C537916
MONDO_0007605,fibrinolytic defect,C565017
MONDO_0007606,fibrodysplasia ossificans progressiva,D009221
MONDO_0007608,desmoid tumor,D018222
MONDO_0007610,gingival fibromatosis-hypertrichosis syndrome,C565016
MONDO_0007612,gingival fibromatosis-progressive deafness syndrome,C535886
MONDO_0007614,congenital fibrosis of extraocular muscles,C580012
MONDO_0007615,laurin-Sandrow syndrome,C535689
MONDO_0007616,"fibula, recurrent dislocation of head of",C565011
MONDO_0007617,Coffin-Siris syndrome 1,C538391
MONDO_0007619,isolated congenital adermatoglyphia,C565010
MONDO_0007621,Floating-Harbor syndrome,C537062
MONDO_0007622,obsolete flood factor deficiency,C565009
MONDO_0007624,Flynn-Aird syndrome,C537066
MONDO_0007625,focal epithelial hyperplasia of the oral mucosa,C565008
MONDO_0007626,familial congenital palsy of trochlear nerve,C565007
MONDO_0007630,North Carolina macular dystrophy,C537835
MONDO_0007631,"chromosome 16p12.1 deletion syndrome, 520kb",C565001
MONDO_0007633,"Friedreich ataxia, so-called, with optic atrophy and sensorineural deafness",C564999
MONDO_0007634,"intellectual disability, FRA12A type",C566980
MONDO_0007635,Frasier syndrome,D052159
MONDO_0007637,"corneal dystrophy, Fuchs endothelial, 1",C535478
MONDO_0007639,fundus albipunctatus,C562733
MONDO_0007640,Sorsby fundus dystrophy,C564992
MONDO_0007642,isolated agenesis of gallbladder,C562564
MONDO_0007643,"gamma-A-globulin, defect in assembly of",C564991
MONDO_0007644,IgAD1,C536290
MONDO_0007645,obsolete gastric sneezing,C564990
MONDO_0007647,"gastric volvulus, intrathoracic",C564989
MONDO_0007651,gastrocutaneous syndrome,C535651
MONDO_0007652,gastric mucosal hypertrophy,D005758
MONDO_0007653,genochondromatosis,C563215
MONDO_0007654,"genu valgum, st. Helena familial",C537685
MONDO_0007655,fissured tongue,D014063
MONDO_0007656,Gerstmann-Straussler-Scheinker syndrome,C535800
MONDO_0007659,obsolete giant platelet syndrome with thrombocytopenia,C564237
MONDO_0007660,familial ossifying fibroma,C563017
MONDO_0007661,Tourette syndrome,D005879
MONDO_0007663,glaucoma with elevated episcleral venous pressure,C564235
MONDO_0007664,"glaucoma 1, open angle, A",C564234
MONDO_0007665,"obsolete glaucoma 1, open angle, E",C562750
MONDO_0007666,glaucoma-sleep apnea syndrome,C564232
MONDO_0007667,subependymoma,D018315
MONDO_0007668,globulin anomaly involving beta (2A)-globulin,C564229
MONDO_0007669,renal cysts and diabetes syndrome,C535520
MONDO_0007671,fibronectin glomerulopathy,C536826
MONDO_0007671,fibronectin glomerulopathy,C562900
MONDO_0007672,glomuvenous malformation,C536827
MONDO_0007673,Glucoglycinuria,C562670
MONDO_0007677,hyperglycinuria,C563009
MONDO_0007679,GMS syndrome,C564214
MONDO_0007680,multinodular goiter-cystic kidney-polydactyly syndrome,C535986
MONDO_0007681,"goiter, multinodular 1, with or without Sertoli-Leydig cell tumors",C562732
MONDO_0007682,granddad syndrome,C564211
MONDO_0007683,Grant syndrome,C537293
MONDO_0007685,granulosis rubra nasi,C562483
MONDO_0007686,gray platelet syndrome,D055652
MONDO_0007687,"graying of hair, precocious",C564209
MONDO_0007688,Myhre syndrome,C537620
MONDO_0007690,aromatase excess syndrome,C000591739
MONDO_0007692,obsolete hairy ears,C562484
MONDO_0007693,hypertrichosis cubiti-short stature syndrome,C535618
MONDO_0007694,hairy nose tip,C535619
MONDO_0007695,hairy palms and soles,C535620
MONDO_0007696,Emery-Nelson syndrome,C535626
MONDO_0007698,hand-foot-genital syndrome,C535627
MONDO_0007699,Hashimoto thyroiditis,D050031
MONDO_0007700,hawkinsinuria,C535845
MONDO_0007701,progressive familial heart block type II,C564202
MONDO_0007702,heart-hand syndrome type 3,C535853
MONDO_0007705,Heinz body anemia,C563030
MONDO_0007706,cavernous hemangiomas of face-supraumbilical midline raphe syndrome,C538144
MONDO_0007707,hemangiomas of small intestine,C564201
MONDO_0007708,Kasabach-Merritt syndrome,D059885
MONDO_0007710,facial hemiatrophy,D005150
MONDO_0007711,Bencze syndrome,C564199
MONDO_0007713,clonic hemifacial spasm,C564198
MONDO_0007715,hemolytic poikilocytic anemia due to reduced ankyrin binding sites,C564197
MONDO_0007716,alpha thalassemia-intellectual disability syndrome type 1,C563050
MONDO_0007718,"hepatic adenomas, familial",C564190
MONDO_0007720,"hernia, double inguinal",C563164
MONDO_0007721,hiatus hernia,D006551
MONDO_0007722,heterochromia iridis,C538115
MONDO_0007724,hirsutism-skeletal dysplasia-intellectual disability syndrome,C536705
MONDO_0007725,hereditary progressive mucinous histiocytosis,C564186
MONDO_0007726,"hip dysplasia, Beukes type",C564185
MONDO_0007727,TNF receptor 1-associated periodic fever syndrome,C536657
MONDO_0007730,histiocytic dermatoarthritis,C564183
MONDO_0007732,Holt-Oram syndrome,C535326
MONDO_0007733,holoprosencephaly 3,C564181
MONDO_0007734,holoprosencephaly 4,C564180
MONDO_0007735,congenital Horner syndrome,C564178
MONDO_0007738,spondyloepiphyseal dysplasia with congenital joint dislocations,C537283
MONDO_0007739,Huntington disease,D006816
MONDO_0007740,Wagner disease,C536075
MONDO_0007745,Gilbert syndrome,D005878
MONDO_0007746,"orthostatic hypotensive disorder, Streeten type",C564174
MONDO_0007748,"hypercalciuria, absorptive, 2",C562790
MONDO_0007752,hyperheparinemia,C562723
MONDO_0007753,Frey syndrome,D013547
MONDO_0007754,hyperhidrosis palmaris ET plantaris,C563185
MONDO_0007755,hyperimmunoglobulin G1(A1) syndrome,C564173
MONDO_0007756,hyperkeratosis lenticularis perstans,C538377
MONDO_0007757,hyperkeratosis-hyperpigmentation syndrome,C564172
MONDO_0007760,"hyperlipoproteinemia, type II, and deafness",C564170
MONDO_0007761,obsolete hyperlipoproteinemia type IV,D006953
MONDO_0007762,hyperlipoproteinemia type V,D006954
MONDO_0007765,hyperostosis cranialis interna,C564168
MONDO_0007766,Morgagni-Stewart-Morel syndrome,D006957
MONDO_0007767,hyperparathyroidism 1,C564166
MONDO_0007769,hyperpigmentation of eyelid,C562400
MONDO_0007770,hyperpigmentation of Fuldauer and Kuijpers,C564164
MONDO_0007773,hyperproglucagonemia,C564159
MONDO_0007774,hyperreflexia,D012021
MONDO_0007775,"hypersecretion of adrenal androgens, familial",C536845
MONDO_0007776,"hypersensitivity pneumonitis, familial",C536846
MONDO_0007777,hypotaurinemic retinal degeneration and cardiomyopathy,C564157
MONDO_0007778,obsolete hypertelorism,D006972
MONDO_0007782,"hyperthermia, cutaneous, with headaches and nausea",C564156
MONDO_0007783,"malignant hyperthermia, susceptibility to, 1",C535694
MONDO_0007784,selective pituitary resistance to thyroid hormone,C564154
MONDO_0007785,"hyperthyroxinemia, dystransthyretinemic",C567719
MONDO_0007789,hypertrophia musculorum vera,C564152
MONDO_0007791,familial hypocalciuric hypercalcemia 1,C537145
MONDO_0007792,familial hypocalciuric hypercalcemia 2,C537146
MONDO_0007793,hypochondroplasia,C562937
MONDO_0007794,hypogonadotropic hypogonadism 7 with or without anosmia,C562785
MONDO_0007795,mullerian duct anomalies-limb anomalies syndrome,C537155
MONDO_0007797,hypoparathyroidism-deafness-renal disease syndrome,C537907
MONDO_0007799,hypophosphatemic bone disease,C564145
MONDO_0007800,chromosome 18p deletion syndrome,C538309
MONDO_0007801,obsolete hypoplasia of teeth roots,C564144
MONDO_0007802,"hypospadias 3, autosomal",C567191
MONDO_0007803,multiple system atrophy,D019578
MONDO_0007804,Pallister-Hall syndrome,D054975
MONDO_0007805,hypotrichosis 2,C564143
MONDO_0007808,ichthyosis hystrix of Curth-Macklin,C536088
MONDO_0007809,"ichthyosis histrix, Lambert type",C536087
MONDO_0007811,ichthyosis-cheek-eyebrow syndrome,C536084
MONDO_0007812,"ichthyosis, lamellar, autosomal dominant",C537263
MONDO_0007813,superficial epidermolytic ichthyosis,D053560
MONDO_0007814,"immune deficiency, familial variable",C564136
MONDO_0007817,"IgE responsiveness, atopic",C564133
MONDO_0007818,"hyper-IgE recurrent infection syndrome 1, autosomal dominant",C564135
MONDO_0007818,"hyper-IgE recurrent infection syndrome 1, autosomal dominant",C567925
MONDO_0007819,solitary median maxillary central incisor syndrome,C537342
MONDO_0007827,inclusion body myositis,D018979
MONDO_0007834,islet cell adenomatosis,C563258
MONDO_0007835,intussusception,D007443
MONDO_0007836,IVIC syndrome,C535544
MONDO_0007837,Johnson neuroectodermal syndrome,C535882
MONDO_0007839,Aase-Smith syndrome,C535332
MONDO_0007840,"internal carotid artery, spontaneous dissection of",C564125
MONDO_0007841,coxopodopatellar syndrome,C535540
MONDO_0007842,"joint laxity, familial",C535884
MONDO_0007846,KBG syndrome,C537015
MONDO_0007848,autosomal dominant keratitis,C537022
MONDO_0007849,keratitis fugax hereditaria,C563650
MONDO_0007851,keratoconus 1,C563649
MONDO_0007852,palmoplantar keratoderma-deafness syndrome,C536152
MONDO_0007853,palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,C536153
MONDO_0007854,keratolytic winter erythema,C536155
MONDO_0007855,"keratosis, familial actinic",C567190
MONDO_0007856,palmoplantar keratoderma-esophageal carcinoma syndrome,C536164
MONDO_0007857,keratosis palmaris et plantaris-clinodactyly syndrome,C563646
MONDO_0007859,"palmoplantar keratoderma i, striate, focal, or diffuse",C536162
MONDO_0007860,focal palmoplantar and gingival keratoderma,C536157
MONDO_0007861,isolated cloverleaf skull syndrome,C536884
MONDO_0007863,Kleine-Levin syndrome,D017593
MONDO_0007864,angioosteohypertrophic syndrome,D007715
MONDO_0007866,Bart-Pumphrey syndrome,C537210
MONDO_0007867,nonsyndromic congenital nail disorder 2,C537260
MONDO_0007869,Kyrle disease,C538130
MONDO_0007871,familial congenital nasolacrimal duct obstruction,C566703
MONDO_0007872,LADD syndrome,C538132
MONDO_0007873,"lactic acidosis, chronic adult form",C563640
MONDO_0007874,trichorhinophalangeal syndrome type II,D015826
MONDO_0007875,Larsen syndrome,C580241
MONDO_0007877,laryngeal adductor paralysis,C562861
MONDO_0007878,congenital laryngomalacia,D055092
MONDO_0007879,larynx atresia,C563637
MONDO_0007880,congenital laryngeal web,C537676
MONDO_0007880,congenital laryngeal web,C563636
MONDO_0007881,"tooth agenesis, selective, 4",C563634
MONDO_0007882,lattice degeneration of retina leading to retinal detachment,C563633
MONDO_0007883,"periodic fever, immunodeficiency, and thrombocytopenia syndrome",C562721
MONDO_0007884,"leg ulcers, familial, of juvenile onset",C563632
MONDO_0007885,Legg-Calve-Perthes disease,D007873
MONDO_0007886,uterine corpus leiomyoma,D047708
MONDO_0007887,leiomyoma of vulva and esophagus,C537006
MONDO_0007888,hereditary leiomyomatosis and renal cell cancer,C535516
MONDO_0007890,"lentiginosis, centrofacial neurodysraphic",C563630
MONDO_0007891,familial generalized lentiginosis,C573023
MONDO_0007892,Lenz-Majewski hyperostotic dwarfism,C537115
MONDO_0007893,Noonan syndrome with multiple lentigines,D044542
MONDO_0007894,Leri pleonosteosis,C537118
MONDO_0007895,"platyspondylic dysplasia, Torrance type",C563627
MONDO_0007896,acute monocytic leukemia,D007948
MONDO_0007898,"leukocyte nuclear appendages, hereditary prevalence of",C563626
MONDO_0007899,lichen sclerosus et atrophicus,D018459
MONDO_0007900,nonsyndromic congenital nail disorder 3,C537289
MONDO_0007901,levator-medial rectus synkinesis,C563625
MONDO_0007902,"lichen planus, familial",C563624
MONDO_0007905,"lip, hamartomatous",C563621
MONDO_0007907,lipoma of the conjunctiva,C563620
MONDO_0007909,familial multiple lipomatosis,D000071070
MONDO_0007914,"lumbar stenosis, familial",C563613
MONDO_0007915,systemic lupus erythematosus,D008180
MONDO_0007917,lymphedema-cerebral arteriovenous anomaly syndrome,C563612
MONDO_0007918,"microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability",C537711
MONDO_0007920,lymphatic malformation 5,C562467
MONDO_0007921,yellow nail syndrome,D056684
MONDO_0007922,lymphedema-distichiasis syndrome,C537710
MONDO_0007923,"macrocephaly, benign familial",C537717
MONDO_0007925,myelodysplastic syndrome associated with isolated del(5q),C535323
MONDO_0007927,congenital macroglossia,C531735
MONDO_0007932,age related macular degeneration 2,C562479
MONDO_0007933,vitelliform macular dystrophy 1,C537832
MONDO_0007934,benign concentric annular macular dystrophy,C537833
MONDO_0007936,"macular dystrophy, fenestrated sheen type",C563607
MONDO_0007937,renal hypomagnesemia 2,C537152
MONDO_0007938,"46,XY sex reversal 4",C567887
MONDO_0007939,"malignant hyperthermia, susceptibility to, 2",C535695
MONDO_0007940,"malignant hyperthermia, susceptibility to, 3",C535696
MONDO_0007942,Mammastatin,C060120
MONDO_0007943,Nager acrofacial dysostosis,C538184
MONDO_0007945,"mannose 6-phosphate receptor recognition defect, Lebanese type",C563601
MONDO_0007946,jaw-winking syndrome,C535908
MONDO_0007947,Marfan syndrome,D008382
MONDO_0007948,marfanoid hypermobility syndrome,C531742
MONDO_0007949,Marshall syndrome,C536025
MONDO_0007950,mastocytosis,D008415
MONDO_0007951,"masticatory muscles, hypertrophy of",C563600
MONDO_0007952,maxillofacial dysostosis,C563599
MONDO_0007953,Binder syndrome,C536036
MONDO_0007955,Meckel diverticulum,D008467
MONDO_0007956,Pai syndrome,C536135
MONDO_0007958,familial medullary thyroid carcinoma,C536911
MONDO_0007959,medulloblastoma,D008527
MONDO_0007962,megalodactyly,C562546
MONDO_0007964,"melanoma, cutaneous malignant, susceptibility to, 2",D004416
MONDO_0007965,"melanoma, malignant familial intraocular",C563596
MONDO_0007967,melanoma and neural system tumor syndrome,C536149
MONDO_0007969,Melkersson-Rosenthal syndrome,D008556
MONDO_0007970,melorheostosis,D008557
MONDO_0007971,delayed membranous cranial ossification,C563592
MONDO_0007972,Meniere disease,D008575
MONDO_0007973,mental and growth retardation with amblyopia,C563591
MONDO_0007974,"intellectual disability, autosomal dominant 1",C566947
MONDO_0007975,"meralgia paraesthetica, familial",C563590
MONDO_0007976,mesomelic dwarfism of hypoplastic tibia and radius type,C563589
MONDO_0007977,"mesomelic dysplasia, Kantaputra type",C535547
MONDO_0007979,metachondromatosis,C562938
MONDO_0007981,"obsolete metachromatic leukodystrophy, adult-onset, with normal arylsulfatase A",C563587
MONDO_0007982,"metaphyseal chondrodysplasia, Jansen type",C537564
MONDO_0007983,Schmid metaphyseal chondrodysplasia,C537352
MONDO_0007985,"metatarsus varus, type 1",C563585
MONDO_0007986,metatropic dysplasia,C537356
MONDO_0007987,Kniest dysplasia,C537207
MONDO_0007988,autosomal dominant primary microcephaly,C537323
MONDO_0007989,congenital microcoria,C537550
MONDO_0007990,multiple benign circumferential skin creases on limbs,C537575
MONDO_0007991,microcephaly-deafness-intellectual disability syndrome,C537326
MONDO_0007992,microcornea-glaucoma-absent frontal sinuses syndrome,C537552
MONDO_0007993,microgastria-limb reduction defect syndrome,C537554
MONDO_0007994,micromelic bone dysplasia with cloverleaf skull,C536429
MONDO_0007995,"microphthalmia, isolated, with cataract 1",C563582
MONDO_0007996,"microphthalmia, isolated, with corectopia",C563581
MONDO_0007997,microspherophakia with hernia,C537468
MONDO_0007998,microspherophakia-metaphyseal dysplasia syndrome,C536540
MONDO_0007999,holoprosencephaly 2,C563579
MONDO_0008001,"milia, multiple eruptive",C562823
MONDO_0008003,autosomal dominant progressive external ophthalmoplegia,C563575
MONDO_0008005,cardiospondylocarpofacial syndrome,C563572
MONDO_0008006,Mobius syndrome,D020331
MONDO_0008007,tooth ankylosis,D020254
MONDO_0008008,MOMO syndrome,C535812
MONDO_0008009,monilethrix,D056734
MONDO_0008012,Monophalangy of great toe,C563570
MONDO_0008013,chromosome 9p deletion syndrome,C538024
MONDO_0008015,motion sickness,D009041
MONDO_0008016,trismus-pseudocamptodactyly syndrome,C535857
MONDO_0008017,hereditary mucoepithelial dysplasia,C536476
MONDO_0008018,Muir-Torre syndrome,D055653
MONDO_0008019,mullerian aplasia and hyperandrogenism,C567186
MONDO_0008020,multiple exostoses with spastic tetraparesis,C563566
MONDO_0008022,"muscle cramps, familial",C563563
MONDO_0008024,"neuronopathy, distal hereditary motor, type 7A",C563562
MONDO_0008025,"neuronopathy, distal hereditary motor, type 2A",C563561
MONDO_0008026,autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures,C563560
MONDO_0008027,"muscular atrophy, malignant neurogenic",C563559
MONDO_0008028,"muscular dystrophy, Barnes type",C563558
MONDO_0008029,Bethlem myopathy,C535436
MONDO_0008030,facioscapulohumeral muscular dystrophy 1,C536391
MONDO_0008031,facioscapulohumeral muscular dystrophy 2,C563557
MONDO_0008034,"muscular dystrophy, pseudohypertrophic, with Internalized capillaries",C563554
MONDO_0008035,"muscular hypoplasia, congenital universal, of Krabbe",C563553
MONDO_0008036,"myasthenia, limb-girdle, autoimmune",C563552
MONDO_0008038,ataxia-pancytopenia syndrome,C563233
MONDO_0008039,tropical spastic paraparesis,D015493
MONDO_0008040,transient myeloproliferative syndrome,C563551
MONDO_0008041,"myoclonic epilepsy, Hartung type",C563550
MONDO_0008043,myoclonus-cerebellar ataxia-deafness syndrome,C563549
MONDO_0008045,spinal muscular atrophy-progressive myoclonic epilepsy syndrome,C537563
MONDO_0008046,autosomal dominant myoglobinuria,C563546
MONDO_0008052,myopathy with storage of glycoproteins and Glycosaminoglycans,C563542
MONDO_0008053,"myopia 2, autosomal dominant",C563541
MONDO_0008054,juvenile dermatomyositis,C000598745
MONDO_0008054,juvenile dermatomyositis,C538250
MONDO_0008058,cylindrical spirals myopathy,C563535
MONDO_0008059,Naegeli-Franceschetti-Jadassohn syndrome,C538331
MONDO_0008060,nonsyndromic congenital nail disorder 1,C562907
MONDO_0008061,nail-patella syndrome,D009261
MONDO_0008062,narcolepsy 1,C563534
MONDO_0008063,"nasal alar collapse, bilateral",C563533
MONDO_0008064,"nasal bones, absence of",C562753
MONDO_0008068,"obsolete navicular bone, accessory",C536002
MONDO_0008069,"necrotizing encephalomyelopathy, subacute, of Leigh, adult",C563530
MONDO_0008070,"congenital myopathy 2a, typical, autosomal dominant",C579880
MONDO_0008070,"congenital myopathy 2a, typical, autosomal dominant",C580202
MONDO_0008071,autosomal dominant progressive nephropathy with hypertension,C562889
MONDO_0008073,familial juvenile hyperuricemic nephropathy type 1,C563693
MONDO_0008076,amyotrophic neuralgia,D020968
MONDO_0008078,"neurofibromatosis, familial spinal",C563523
MONDO_0008079,neurofibromatosis-pheochromocytoma-duodenal carcinoid syndrome,C563522
MONDO_0008080,"neurofibromatosis, type III, mixed central and peripheral",C537389
MONDO_0008081,"neurofibromatosis, type IV, of Riccardi",C537392
MONDO_0008082,multiple endocrine neoplasia type 2B,D018814
MONDO_0008084,"neuropathy, congenital, with arthrogryposis multiplex",C535714
MONDO_0008085,"obsolete neuropathy, hereditary sensorimotor, with upper motor neuron, visual pathway and autonomic disturbance",C563517
MONDO_0008087,hereditary neuropathy with liability to pressure palsies,C536965
MONDO_0008088,"neuropathy, with paraprotein in serum, cerebrospinal fluid and urine",C563516
MONDO_0008089,"neutropenia, chronic familial",C535815
MONDO_0008090,cyclic hematopoiesis,C536227
MONDO_0008092,hereditary neutrophilia,C563010
MONDO_0008093,"nevus, epidermal",C580062
MONDO_0008096,nevus flammeus of nape of neck,C567524
MONDO_0008098,"mesomelic dwarfism, Nievergelt type",C536120
MONDO_0008099,congenital stationary night blindness autosomal dominant 2,C566869
MONDO_0008102,"sick sinus syndrome 2, autosomal dominant",C563513
MONDO_0008103,"noduli Cutanei, multiple, with urinary tract abnormalities",C563512
MONDO_0008105,"nose, anomalous shape of",C538354
MONDO_0008106,"nystagmus 2, congenital, autosomal dominant",C537854
