diseaseId,diseaseName,meshId,mesh_name,tree_number,level
EFO_0000216,acinar cell carcinoma,D018267,"Carcinoma, Acinar Cell",C04.557.470.200.025.215,6.0
EFO_0000218,acute erythroleukemia,D004915,"Leukemia, Erythroblastic, Acute",C04.557.337.539.275.325,6.0
EFO_0000221,acute monocytic leukemia,D007948,"Leukemia, Monocytic, Acute",C04.557.337.539.275.484,6.0
EFO_0000222,acute myeloid leukemia,D015470,"Leukemia, Myeloid, Acute",C04.557.337.539.275,5.0
EFO_0000224,acute promyelocytic leukemia,D015473,"Leukemia, Promyelocytic, Acute",C04.557.337.539.275.700,6.0
EFO_0000228,adenocarcinoma,D000230,Adenocarcinoma,C04.557.470.200.025,5.0
EFO_0000231,adenoid cystic carcinoma,D003528,"Carcinoma, Adenoid Cystic",C04.557.470.200.025.220,6.0
EFO_0000232,adenoma,D000236,Adenoma,C04.557.470.035,4.0
EFO_0000248,alveolar rhabdomyosarcoma,D018232,"Rhabdomyosarcoma, Alveolar",C04.557.450.590.550.660.665,7.0
EFO_0000248,alveolar rhabdomyosarcoma,D018232,"Rhabdomyosarcoma, Alveolar",C04.557.450.795.550.660.665,7.0
EFO_0000255,angioimmunoblastic T-cell lymphoma,D007119,,,
EFO_0000272,astrocytoma,D001254,Astrocytoma,C04.557.465.625.600.380.080,7.0
EFO_0000272,astrocytoma,D001254,Astrocytoma,C04.557.470.670.380.080,6.0
EFO_0000272,astrocytoma,D001254,Astrocytoma,C04.557.580.625.600.380.080,7.0
EFO_0000308,bronchoalveolar adenocarcinoma,D002282,"Adenocarcinoma, Bronchiolo-Alveolar",C04.557.470.200.025.022.500,7.0
EFO_0000308,bronchoalveolar adenocarcinoma,D002282,"Adenocarcinoma, Bronchiolo-Alveolar",C04.588.894.797.520.055.500,7.0
EFO_0000309,Burkitts lymphoma,D002051,Burkitt Lymphoma,C04.557.386.480.150.165,6.0
EFO_0000313,carcinoma,D002277,Carcinoma,C04.557.470.200,4.0
EFO_0000326,central nervous system cancer,D016543,Central Nervous System Neoplasms,C04.588.614.250,4.0
EFO_0000331,chondroblastoma,D002804,Chondroblastoma,C04.557.450.565.250,5.0
EFO_0000333,chondrosarcoma,D002813,Chondrosarcoma,C04.557.450.565.280,5.0
EFO_0000333,chondrosarcoma,D002813,Chondrosarcoma,C04.557.450.795.300,5.0
EFO_0000348,clear cell adenocarcinoma,D018262,"Adenocarcinoma, Clear Cell",C04.557.470.200.025.045,6.0
EFO_0000403,diffuse large B-cell lymphoma,D016403,"Lymphoma, Large B-Cell, Diffuse",C04.557.386.480.150.585,6.0
EFO_0000432,breast ductal carcinoma in situ,D002285,"Carcinoma, Intraductal, Noninfiltrating",C04.557.470.200.025.275,6.0
EFO_0000432,breast ductal carcinoma in situ,D002285,"Carcinoma, Intraductal, Noninfiltrating",C04.557.470.200.240.187.250,7.0
EFO_0000432,breast ductal carcinoma in situ,D002285,"Carcinoma, Intraductal, Noninfiltrating",C04.557.470.615.275,5.0
EFO_0000479,essential thrombocythemia,D013920,,,
EFO_0000500,ganglioneuroma,D005729,Ganglioneuroma,C04.557.465.625.600.355,6.0
EFO_0000500,ganglioneuroma,D005729,Ganglioneuroma,C04.557.470.670.355,5.0
EFO_0000500,ganglioneuroma,D005729,Ganglioneuroma,C04.557.580.625.600.355,6.0
EFO_0000501,follicular thyroid carcinoma,D018263,"Adenocarcinoma, Follicular",C04.557.470.200.025.060,6.0
EFO_0000502,ganglioneuroblastoma,D018305,Ganglioneuroblastoma,C04.557.465.625.600.590.650.550.300,9.0
EFO_0000502,ganglioneuroblastoma,D018305,Ganglioneuroblastoma,C04.557.470.670.590.650.550.300,8.0
EFO_0000502,ganglioneuroblastoma,D018305,Ganglioneuroblastoma,C04.557.580.625.600.590.650.550.300,9.0
EFO_0000519,glioblastoma multiforme,D005909,Glioblastoma,C04.557.465.625.600.380.080.335,8.0
EFO_0000519,glioblastoma multiforme,D005909,Glioblastoma,C04.557.470.670.380.080.335,7.0
EFO_0000519,glioblastoma multiforme,D005909,Glioblastoma,C04.557.580.625.600.380.080.335,8.0
EFO_0000558,Kaposi's sarcoma,D012514,"Sarcoma, Kaposi",C04.557.450.795.850,5.0
EFO_0000558,Kaposi's sarcoma,D012514,"Sarcoma, Kaposi",C04.557.645.750,4.0
EFO_0000564,leiomyosarcoma,D007890,Leiomyosarcoma,C04.557.450.590.455,5.0
EFO_0000564,leiomyosarcoma,D007890,Leiomyosarcoma,C04.557.450.795.455,5.0
EFO_0000565,leukemia,D007938,Leukemia,C04.557.337,3.0
EFO_0000569,liposarcoma,D008080,Liposarcoma,C04.557.450.550.420,5.0
EFO_0000569,liposarcoma,D008080,Liposarcoma,C04.557.450.795.465,5.0
EFO_0000571,lung adenocarcinoma,D000077192,Adenocarcinoma of Lung,C04.557.470.200.025.022,6.0
EFO_0000571,lung adenocarcinoma,D000077192,Adenocarcinoma of Lung,C04.588.894.797.520.055,6.0
EFO_0000571,lung adenocarcinoma,C538231,,,
EFO_0000574,lymphoma,D008223,Lymphoma,C04.557.386,3.0
EFO_0000588,mesothelioma,D008654,Mesothelioma,C04.557.470.035.510,5.0
EFO_0000588,mesothelioma,D008654,Mesothelioma,C04.557.470.660.510,5.0
EFO_0000613,myxoid liposarcoma,D018208,"Liposarcoma, Myxoid",C04.557.450.550.420.425,6.0
EFO_0000613,myxoid liposarcoma,D018208,"Liposarcoma, Myxoid",C04.557.450.795.465.425,6.0
EFO_0000621,neuroblastoma,D009447,Neuroblastoma,C04.557.465.625.600.590.650.550,8.0
EFO_0000621,neuroblastoma,D009447,Neuroblastoma,C04.557.470.670.590.650.550,7.0
EFO_0000621,neuroblastoma,D009447,Neuroblastoma,C04.557.580.625.600.590.650.550,8.0
EFO_0000622,neurofibroma,D009455,Neurofibroma,C04.557.580.600.580,5.0
EFO_0000630,oligoastrocytoma,D009837,Oligodendroglioma,C04.557.465.625.600.380.590,7.0
EFO_0000630,oligoastrocytoma,D009837,Oligodendroglioma,C04.557.470.670.380.590,6.0
EFO_0000630,oligoastrocytoma,D009837,Oligodendroglioma,C04.557.580.625.600.380.590,7.0
EFO_0000632,oligodendroglioma,D009837,Oligodendroglioma,C04.557.465.625.600.380.590,7.0
EFO_0000632,oligodendroglioma,D009837,Oligodendroglioma,C04.557.470.670.380.590,6.0
EFO_0000632,oligodendroglioma,D009837,Oligodendroglioma,C04.557.580.625.600.380.590,7.0
EFO_0000637,osteosarcoma,D012516,Osteosarcoma,C04.557.450.565.575.650,6.0
EFO_0000637,osteosarcoma,D012516,Osteosarcoma,C04.557.450.795.620,5.0
EFO_0000639,papillary cystadenocarcinoma,D018283,"Cystadenocarcinoma, Papillary",C04.557.470.200.025.480.230,7.0
EFO_0000639,papillary cystadenocarcinoma,D018283,"Cystadenocarcinoma, Papillary",C04.557.470.590.480.230,6.0
EFO_0000653,phyllodes tumor,D003557,Phyllodes Tumor,C04.557.450.795.650,5.0
EFO_0000658,plexiform neurofibroma,D018318,"Neurofibroma, Plexiform",C04.557.580.600.580.585,6.0
EFO_0000678,pterygium,D011625,,,
EFO_0000681,renal cell carcinoma,D002292,"Carcinoma, Renal Cell",C04.557.470.200.025.390,6.0
EFO_0000681,renal cell carcinoma,D002292,"Carcinoma, Renal Cell",C04.588.945.947.535.160,6.0
EFO_0000691,sarcoma,D012509,Sarcoma,C04.557.450.795,4.0
EFO_0000693,schwannoma,D009442,Neurilemmoma,C04.557.465.625.650.595,6.0
EFO_0000693,schwannoma,D009442,Neurilemmoma,C04.557.580.600.610.595,6.0
EFO_0000693,schwannoma,D009442,Neurilemmoma,C04.557.580.625.650.595,6.0
EFO_0000698,signet ring cell carcinoma,D018279,"Carcinoma, Signet Ring Cell",C04.557.470.200.025.415,6.0
EFO_0000698,signet ring cell carcinoma,D018279,"Carcinoma, Signet Ring Cell",C04.557.470.590.415,5.0
EFO_0000702,small cell lung carcinoma,D055752,Small Cell Lung Carcinoma,C04.588.894.797.520.109.220.624,8.0
EFO_0000707,squamous cell carcinoma,D002294,"Carcinoma, Squamous Cell",C04.557.470.200.400,5.0
EFO_0000707,squamous cell carcinoma,D002294,"Carcinoma, Squamous Cell",C04.557.470.700.400,5.0
EFO_0000731,uterine fibroid,D047708,Myofibroma,C04.557.450.565.540,5.0
EFO_0000756,melanoma,D008545,Melanoma,C04.557.465.625.650.510,6.0
EFO_0000756,melanoma,D008545,Melanoma,C04.557.580.625.650.510,6.0
EFO_0000756,melanoma,D008545,Melanoma,C04.557.665.510,4.0
EFO_0000756,melanoma,D008545,Melanoma,C04.588.805.377,4.0
EFO_0000759,lipoma,D008067,Lipoma,C04.557.450.550.400,5.0
EFO_0000760,malignant peripheral nerve sheath tumor,D018319,Neurofibrosarcoma,C04.557.450.565.590.350.590,7.0
EFO_0000760,malignant peripheral nerve sheath tumor,D018319,Neurofibrosarcoma,C04.557.450.795.350.590,6.0
EFO_0000760,malignant peripheral nerve sheath tumor,D018319,Neurofibrosarcoma,C04.557.580.600.580.795,6.0
EFO_0000760,malignant peripheral nerve sheath tumor,D018317,Nerve Sheath Neoplasms,C04.557.580.600,4.0
EFO_0000762,hepatocellular adenoma,D018248,"Adenoma, Liver Cell",C04.557.470.035.120,5.0
EFO_0000762,hepatocellular adenoma,D018248,"Adenoma, Liver Cell",C04.588.274.623.040,5.0
EFO_0000768,idiopathic pulmonary fibrosis,D054990,,,
EFO_0001376,synovial sarcoma,D013584,"Sarcoma, Synovial",C04.557.450.565.835,5.0
EFO_0001376,synovial sarcoma,D013584,"Sarcoma, Synovial",C04.557.450.795.875,5.0
EFO_0001378,multiple myeloma,D009101,Multiple Myeloma,C04.557.595.500,4.0
EFO_0001422,cirrhosis of liver,D008103,,,
EFO_0002087,fibrosarcoma,D005354,Fibrosarcoma,C04.557.450.565.590.350,6.0
EFO_0002087,fibrosarcoma,D005354,Fibrosarcoma,C04.557.450.795.350,5.0
EFO_0002423,osteoma,D010016,Osteoma,C04.557.450.565.575.625,6.0
EFO_0002424,fibroma,D005350,Fibroma,C04.557.450.565.590.340,6.0
EFO_0002429,polycythemia vera,D011087,Polycythemia Vera,C04.588.448.200.500,5.0
EFO_0002430,primary myelofibrosis,D055728,,,
EFO_0002431,tumour of cranial and spinal nerves,D010524,Peripheral Nervous System Neoplasms,C04.588.614.596,4.0
EFO_0002496,actinic keratosis,D055623,"Keratosis, Actinic",C04.834.450,3.0
EFO_0002621,prostate intraepithelial neoplasia,D019048,Prostatic Intraepithelial Neoplasia,C04.557.470.200.240.500,6.0
EFO_0002893,choriocarcinoma,D002822,Choriocarcinoma,C04.557.465.955.207,5.0
EFO_0002893,choriocarcinoma,D002822,Choriocarcinoma,C04.557.470.200.025.455,6.0
EFO_0002893,choriocarcinoma,D002822,Choriocarcinoma,C04.850.908.208,4.0
EFO_0002913,Cutaneous T-cell lymphoma,D016410,"Lymphoma, T-Cell, Cutaneous",C04.557.386.480.750.800,6.0
EFO_0002918,rhabdomyosarcoma,D012208,Rhabdomyosarcoma,C04.557.450.590.550.660,6.0
EFO_0002918,rhabdomyosarcoma,D012208,Rhabdomyosarcoma,C04.557.450.795.550.660,6.0
EFO_0002939,medulloblastoma,D008527,Medulloblastoma,C04.557.465.625.600.380.515,7.0
EFO_0002939,medulloblastoma,D008527,Medulloblastoma,C04.557.465.625.600.590.500,7.0
EFO_0002939,medulloblastoma,D008527,Medulloblastoma,C04.557.470.670.380.515,6.0
EFO_0002939,medulloblastoma,D008527,Medulloblastoma,C04.557.470.670.590.500,6.0
EFO_0002939,medulloblastoma,D008527,Medulloblastoma,C04.557.580.625.600.380.515,7.0
EFO_0002939,medulloblastoma,D008527,Medulloblastoma,C04.557.580.625.600.590.500,7.0
EFO_0003025,acute megakaryoblastic leukaemia,D007947,"Leukemia, Megakaryoblastic, Acute",C04.557.337.539.275.450,6.0
EFO_0003029,acute basophilic leukemia,D015471,"Leukemia, Basophilic, Acute",C04.557.337.539.275.125,6.0
EFO_0003032,anaplastic large cell lymphoma,D017728,"Lymphoma, Large-Cell, Anaplastic",C04.557.386.480.750.399,6.0
EFO_0003060,non-small cell lung carcinoma,D002289,"Carcinoma, Non-Small-Cell Lung",C04.588.894.797.520.109.220.249,8.0
EFO_0003094,ganglioglioma,D018303,Ganglioglioma,C04.557.465.625.600.380.350,7.0
EFO_0003094,ganglioglioma,D018303,Ganglioglioma,C04.557.470.670.380.350,6.0
EFO_0003094,ganglioglioma,D018303,Ganglioglioma,C04.557.580.625.600.380.350,7.0
EFO_0003104,adrenocortical adenoma,D018246,Adrenocortical Adenoma,C04.588.322.078.265.500,6.0
EFO_0003769,endocrine neoplasm,D004701,Endocrine Gland Neoplasms,C04.588.322,3.0
EFO_0003802,refractory anemia,D000753,,,
EFO_0003811,refractory anemia with excess blasts,D000754,,,
EFO_0003817,laryngeal neoplasm,D007822,Laryngeal Neoplasms,C04.588.443.665.481,5.0
EFO_0003820,bone neoplasm,D001859,Bone Neoplasms,C04.588.149,3.0
EFO_0003824,eye neoplasm,D005134,Eye Neoplasms,C04.588.364,3.0
EFO_0003828,spinal cord neoplasm,D013120,Spinal Cord Neoplasms,C04.588.614.250.803,5.0
EFO_0003833,brain neoplasm,D001932,Brain Neoplasms,C04.588.614.250.195,5.0
EFO_0003835,anal neoplasm,D001005,Anus Neoplasms,C04.588.274.476.411.307.790.040,8.0
EFO_0003841,thyroid neoplasm,D013964,Thyroid Neoplasms,C04.588.322.894,4.0
EFO_0003841,thyroid neoplasm,D013964,Thyroid Neoplasms,C04.588.443.915,4.0
EFO_0003844,ureteral neoplasm,D014516,Ureteral Neoplasms,C04.588.945.947.940,5.0
EFO_0003846,urethral neoplasm,D014523,Urethral Neoplasms,C04.588.945.947.945,5.0
EFO_0003849,palatal neoplasm,D010157,Palatal Neoplasms,C04.588.149.721.450.692,6.0
EFO_0003849,palatal neoplasm,D010157,Palatal Neoplasms,C04.588.443.591.692,5.0
EFO_0003850,adrenal gland neoplasm,D000310,Adrenal Gland Neoplasms,C04.588.322.078,4.0
EFO_0003851,meningeal neoplasm,D008577,Meningeal Neoplasms,C04.588.614.250.580,5.0
EFO_0003853,respiratory system neoplasm,D012142,Respiratory Tract Neoplasms,C04.588.894.797,4.0
EFO_0003859,uterine neoplasm,D014594,Uterine Neoplasms,C04.588.945.418.948,5.0
EFO_0003860,pancreatic neoplasm,D010190,Pancreatic Neoplasms,C04.588.274.761,4.0
EFO_0003860,pancreatic neoplasm,D010190,Pancreatic Neoplasms,C04.588.322.475,4.0
EFO_0003863,urogenital neoplasm,D014565,Urogenital Neoplasms,C04.588.945,3.0
EFO_0003865,kidney neoplasm,D007680,Kidney Neoplasms,C04.588.945.947.535,5.0
EFO_0003868,mouth neoplasm,D009062,Mouth Neoplasms,C04.588.443.591,4.0
EFO_0003869,breast neoplasm,D001943,Breast Neoplasms,C04.588.180,3.0
EFO_0003871,tongue neoplasm,D014062,Tongue Neoplasms,C04.588.443.591.925,5.0
EFO_0003873,parotid neoplasm,D010307,Parotid Neoplasms,C04.588.443.591.824.695,6.0
EFO_0003880,appendiceal neoplasm,D001063,Appendiceal Neoplasms,C04.588.274.476.411.184.290,7.0
EFO_0003893,ovarian neoplasm,D010051,Ovarian Neoplasms,C04.588.322.455,4.0
EFO_0003897,stomach neoplasm,D013274,Stomach Neoplasms,C04.588.274.476.767,5.0
EFO_0003968,angiosarcoma,D006394,Hemangiosarcoma,C04.557.450.795.390,5.0
EFO_0003968,angiosarcoma,D006394,Hemangiosarcoma,C04.557.645.390,4.0
EFO_0004142,colorectal neoplasm,D015179,Colorectal Neoplasms,C04.588.274.476.411.307,6.0
EFO_0004193,basal cell carcinoma,D002280,"Carcinoma, Basal Cell",C04.557.470.200.165,5.0
EFO_0004193,basal cell carcinoma,D002280,"Carcinoma, Basal Cell",C04.557.470.565.165,5.0
EFO_0004198,skin neoplasm,D012878,Skin Neoplasms,C04.588.805,3.0
EFO_0004199,dysplastic nevus,D004416,Dysplastic Nevus Syndrome,C04.557.665.560.260,5.0
EFO_0004199,dysplastic nevus,D004416,Dysplastic Nevus Syndrome,C04.700.305,3.0
EFO_0004230,endometrial neoplasm,D016889,Endometrial Neoplasms,C04.588.945.418.948.585,6.0
EFO_0004243,carcinoid tumor,D002276,Carcinoid Tumor,C04.557.465.625.650.200,6.0
EFO_0004243,carcinoid tumor,D002276,Carcinoid Tumor,C04.557.470.200.025.200,6.0
EFO_0004243,carcinoid tumor,D002276,Carcinoid Tumor,C04.557.580.625.650.200,6.0
EFO_0004252,nasopharyngeal neoplasm,D009303,Nasopharyngeal Neoplasms,C04.588.443.665.710.650,6.0
EFO_0004281,testicular neoplasm,C563236,,,
EFO_0004281,testicular neoplasm,D013736,Testicular Neoplasms,C04.588.322.762,4.0
EFO_0004281,testicular neoplasm,D013736,Testicular Neoplasms,C04.588.945.440.915,5.0
EFO_0004288,colonic neoplasm,D003110,Colonic Neoplasms,C04.588.274.476.411.307.180,7.0
EFO_0004289,lymphoid leukemia,D007945,"Leukemia, Lymphoid",C04.557.337.428,4.0
EFO_0004606,gallbladder neoplasm,D005706,Gallbladder Neoplasms,C04.588.274.120.401,5.0
EFO_0004986,embryonal carcinoma,D018236,"Carcinoma, Embryonal",C04.557.465.200,4.0
EFO_0005088,testicular carcinoma,D013736,Testicular Neoplasms,C04.588.322.762,4.0
EFO_0005088,testicular carcinoma,D013736,Testicular Neoplasms,C04.588.945.440.915,5.0
EFO_0005221,cholangiocarcinoma,D018281,Cholangiocarcinoma,C04.557.470.200.025.450,6.0
EFO_0005235,primitive neuroectodermal tumor,D017599,Neuroectodermal Tumors,C04.557.465.625,4.0
EFO_0005235,primitive neuroectodermal tumor,D017599,Neuroectodermal Tumors,C04.557.580.625,4.0
EFO_0005287,reticulum cell sarcoma,D008228,"Lymphoma, Non-Hodgkin",C04.557.386.480,4.0
EFO_0005287,reticulum cell sarcoma,D054739,"Dendritic Cell Sarcoma, Interdigitating",C04.557.227.199,4.0
EFO_0005537,triple-negative breast cancer,D064726,Triple Negative Breast Neoplasms,C04.588.180.788,4.0
EFO_0005543,glioma,D005910,Glioma,C04.557.465.625.600.380,6.0
EFO_0005543,glioma,D005910,Glioma,C04.557.470.670.380,5.0
EFO_0005543,glioma,D005910,Glioma,C04.557.580.625.600.380,6.0
EFO_0005561,histiocytoma,D051642,Histiocytoma,C04.557.450.565.590.425,6.0
EFO_0005577,pharynx cancer,D010610,Pharyngeal Neoplasms,C04.588.443.665.710,5.0
EFO_0005592,T-cell leukemia,D015458,"Leukemia, T-Cell",C04.557.337.428.580,5.0
EFO_0005701,malignant rhabdoid tumour,D018335,Rhabdoid Tumor,C04.557.435.710,4.0
EFO_0005716,retinal cancer,D019572,Retinal Neoplasms,C04.588.364.818,4.0
EFO_0005784,embryonal neoplasm,D009373,"Neoplasms, Germ Cell and Embryonal",C04.557.465,3.0
EFO_0005922,esophageal squamous cell carcinoma,C562729,,,
EFO_0005922,esophageal squamous cell carcinoma,D000077277,Esophageal Squamous Cell Carcinoma,C04.557.470.200.400.330,6.0
EFO_0005922,esophageal squamous cell carcinoma,D000077277,Esophageal Squamous Cell Carcinoma,C04.557.470.700.400.565,6.0
EFO_0005922,esophageal squamous cell carcinoma,D000077277,Esophageal Squamous Cell Carcinoma,C04.588.274.476.205.500,6.0
EFO_0005922,esophageal squamous cell carcinoma,D000077277,Esophageal Squamous Cell Carcinoma,C04.588.443.353.500,5.0
EFO_0005952,non-Hodgkins lymphoma,D008228,"Lymphoma, Non-Hodgkin",C04.557.386.480,4.0
EFO_0006318,breast ductal adenocarcinoma,D018270,"Carcinoma, Ductal, Breast",C04.557.470.200.025.232.500,7.0
EFO_0006318,breast ductal adenocarcinoma,D018270,"Carcinoma, Ductal, Breast",C04.557.470.615.132.500,6.0
EFO_0006318,breast ductal adenocarcinoma,D018270,"Carcinoma, Ductal, Breast",C04.588.180.390,4.0
EFO_0006387,cystadenocarcinoma,D003536,Cystadenocarcinoma,C04.557.470.200.025.480,6.0
EFO_0006387,cystadenocarcinoma,D003536,Cystadenocarcinoma,C04.557.470.590.480,5.0
EFO_0006461,ovarian granulosa tumour,C537296,,,
EFO_0006475,plasma cell leukemia,D007952,"Leukemia, Plasma Cell",C04.557.337.595,4.0
EFO_0006475,plasma cell leukemia,D007952,"Leukemia, Plasma Cell",C04.557.595.500.500,5.0
EFO_0006738,plasmacytoma,D010954,Plasmacytoma,C04.557.595.600,4.0
EFO_0006858,epithelial neoplasm,D009375,"Neoplasms, Glandular and Epithelial",C04.557.470,3.0
EFO_0006861,male breast carcinoma,D018567,"Breast Neoplasms, Male",C04.588.180.260,4.0
EFO_0007133,adenomyoma,D018194,Adenomyoma,C04.557.435.110,4.0
EFO_0007134,adenosarcoma,D018195,Adenosarcoma,C04.557.435.135,4.0
EFO_0007134,adenosarcoma,D018195,Adenosarcoma,C04.557.450.795.135,5.0
EFO_0007143,alveolar soft part sarcoma,D018234,"Sarcoma, Alveolar Soft Part",C04.557.450.590.775,5.0
EFO_0007143,alveolar soft part sarcoma,D018234,"Sarcoma, Alveolar Soft Part",C04.557.450.795.775,5.0
EFO_0007176,bone giant cell tumor,D018212,Giant Cell Tumor of Bone,C04.557.450.565.380.380,6.0
EFO_0007176,bone giant cell tumor,D018212,Giant Cell Tumor of Bone,C04.557.450.565.575.420,6.0
EFO_0007197,cecal benign neoplasm,D002430,Cecal Neoplasms,C04.588.274.476.411.184,6.0
EFO_0007201,cerebral ventricle cancer,D002551,Cerebral Ventricle Neoplasms,C04.588.614.250.195.205,6.0
EFO_0007206,choroid plexus cancer,D016545,Choroid Plexus Neoplasms,C04.588.614.250.195.205.200,7.0
EFO_0007215,composite lymphoma,D058617,Composite Lymphoma,C04.557.386.150,4.0
EFO_0007215,composite lymphoma,D058617,Composite Lymphoma,C04.557.435.295,4.0
EFO_0007260,epidural abscess,D020802,,,
EFO_0007270,femoral cancer,D005266,Femoral Neoplasms,C04.588.149.276,4.0
EFO_0007271,fibroepithelial neoplasm,D018225,"Neoplasms, Fibroepithelial",C04.557.450.565.590.595,6.0
EFO_0007271,fibroepithelial neoplasm,D018225,"Neoplasms, Fibroepithelial",C04.557.470.625,4.0
EFO_0007276,follicular dendritic cell sarcoma,D054740,"Dendritic Cell Sarcoma, Follicular",C04.557.227.190,4.0
EFO_0007321,hypopharynx cancer,D007012,Hypopharyngeal Neoplasms,C04.588.443.665.710.485,6.0
EFO_0007329,interdigitating dendritic cell sarcoma,D054739,"Dendritic Cell Sarcoma, Interdigitating",C04.557.227.199,4.0
EFO_0007330,intestinal cancer,D007414,Intestinal Neoplasms,C04.588.274.476.411,5.0
EFO_0007331,islet cell tumor,D007516,"Adenoma, Islet Cell",C04.557.470.035.100,5.0
EFO_0007331,islet cell tumor,D007516,"Adenoma, Islet Cell",C04.588.274.761.249,5.0
EFO_0007331,islet cell tumor,D007516,"Adenoma, Islet Cell",C04.588.322.475.249,5.0
EFO_0007333,jaw cancer,D007573,Jaw Neoplasms,C04.588.149.721.450,5.0
EFO_0007336,Langerhans cell sarcoma,D054752,Langerhans Cell Sarcoma,C04.557.227.500,4.0
EFO_0007355,male reproductive organ cancer,D005834,"Genital Neoplasms, Male",C04.588.945.440,4.0
EFO_0007356,mandibular cancer,D008339,Mandibular Neoplasms,C04.588.149.721.450.583,6.0
EFO_0007359,mast-cell leukemia,D007946,"Leukemia, Mast-Cell",C04.557.337.440,4.0
EFO_0007359,mast-cell leukemia,D007946,"Leukemia, Mast-Cell",C04.557.337.539.275.440,6.0
EFO_0007360,maxillary neoplasm,D008441,Maxillary Neoplasms,C04.588.149.721.450.601,6.0
EFO_0007362,mediastinal cancer,D008479,Mediastinal Neoplasms,C04.588.894.479,4.0
EFO_0007365,mesoblastic nephroma,D018201,"Nephroma, Mesoblastic",C04.557.435.600,4.0
EFO_0007365,mesoblastic nephroma,D018201,"Nephroma, Mesoblastic",C04.588.945.947.535.790,6.0
EFO_0007373,mixed cell type cancer,D018198,"Mixed Tumor, Malignant",C04.557.435.525,4.0
EFO_0007378,mucinous cystadenocarcinoma,D018282,"Cystadenocarcinoma, Mucinous",C04.557.470.200.025.480.225,7.0
EFO_0007378,mucinous cystadenocarcinoma,D018282,"Cystadenocarcinoma, Mucinous",C04.557.470.590.480.225,6.0
EFO_0007392,nervous system cancer,D009423,Nervous System Neoplasms,C04.588.614,3.0
EFO_0007408,orbital cancer,D009918,Orbital Neoplasms,C04.588.149.721.656,5.0
EFO_0007408,orbital cancer,D009918,Orbital Neoplasms,C04.588.364.659,4.0
EFO_0007409,ornithine carbamoyltransferase deficiency,D020163,,,
EFO_0007412,ossifying fibroma,D018214,"Fibroma, Ossifying",C04.557.450.565.575.400,6.0
EFO_0007412,ossifying fibroma,D018214,"Fibroma, Ossifying",C04.557.450.565.590.340.360,7.0
EFO_0007416,pancreatic endocrine carcinoma,D018273,"Carcinoma, Islet Cell",C04.557.470.200.025.290,6.0
EFO_0007416,pancreatic endocrine carcinoma,D018273,"Carcinoma, Islet Cell",C04.588.274.761.500,5.0
EFO_0007416,pancreatic endocrine carcinoma,D018273,"Carcinoma, Islet Cell",C04.588.322.475.500,5.0
EFO_0007456,pseudomyxoma peritonei,D011553,Pseudomyxoma Peritonei,C04.557.470.200.025.075.500,7.0
EFO_0007456,pseudomyxoma peritonei,D011553,Pseudomyxoma Peritonei,C04.557.470.590.075.500,6.0
EFO_0007458,pulmonary blastoma,D018202,Pulmonary Blastoma,C04.557.435.675,4.0
EFO_0007458,pulmonary blastoma,D018202,Pulmonary Blastoma,C04.588.894.797.520.867,6.0
EFO_0007463,renal tuberculosis,D014398,,,
EFO_0007466,retroperitoneal cancer,D012186,Retroperitoneal Neoplasms,C04.588.033.731,4.0
EFO_0007478,scirrhous adenocarcinoma,D002293,"Adenocarcinoma, Scirrhous",C04.557.470.200.025.095,6.0
EFO_0007491,spleen cancer,D013160,Splenic Neoplasms,C04.588.842,3.0
EFO_0007531,urogenital tuberculosis,D014401,,,
EFO_0007535,verrucous carcinoma,D018289,"Carcinoma, Verrucous",C04.557.470.200.450,5.0
EFO_0007535,verrucous carcinoma,D018289,"Carcinoma, Verrucous",C04.557.470.700.450,5.0
EFO_0008498,clear cell sarcoma,D018227,"Sarcoma, Clear Cell",C04.557.450.565.800,5.0
EFO_0008498,clear cell sarcoma,D018227,"Sarcoma, Clear Cell",C04.557.450.795.800,5.0
EFO_0008524,small cell carcinoma,D018288,"Carcinoma, Small Cell",C04.557.470.200.380,5.0
EFO_0008549,digestive system neoplasm,D005770,Gastrointestinal Neoplasms,C04.588.274.476,4.0
EFO_0009001,Mastocytosis,D008415,Mastocytosis,C04.557.450.565.465,5.0
EFO_0009052,Pleuropulmonary blastoma,C537516,,,
EFO_0009082,Pilomatrixoma,D018296,Pilomatrixoma,C04.557.470.565.625,5.0
EFO_0009254,optic nerve glioblastoma,D020339,Optic Nerve Glioma,C04.557.465.625.600.380.795,7.0
EFO_0009254,optic nerve glioblastoma,D020339,Optic Nerve Glioma,C04.557.470.670.380.795,6.0
EFO_0009254,optic nerve glioblastoma,D020339,Optic Nerve Glioma,C04.557.580.625.600.380.795,7.0
EFO_0009254,optic nerve glioblastoma,D020339,Optic Nerve Glioma,C04.588.614.300.600.600,6.0
EFO_0009254,optic nerve glioblastoma,D020339,Optic Nerve Glioma,C04.588.614.596.240.240.500,7.0
EFO_0009255,cecal neoplasm,D002430,Cecal Neoplasms,C04.588.274.476.411.184,6.0
EFO_0009441,Waldenstrom macroglobulinemia,D008258,Waldenstrom Macroglobulinemia,C04.557.595.925,4.0
EFO_0009448,pulmonary fibrosis,D011658,,,
EFO_0009662,common wart,D014860,,,
EFO_0009675,melanocytic nevus,D009506,Nevus,C04.557.665.560,4.0
